video_id,cleaned_transcript,labels,generated_labels
ZYIST9gfabg,ahead broken clamp coolant drain engin failur hose insert inspect instal loosen metal neck plastic radiat reinforc,"['Vehicle', 'Car', 'Engine', 'Mercedes-Benz', 'Diesel engine']",
8p557RS-wfk,camp couldnt finder game get kill lag level lightn like lobbi low might play prestig ratio streak strike uav uh use weapon,"['Game', 'Video game', 'Call of Duty', 'Call of Duty: Black Ops II']",
8sHIqRdH5qg,aever beer cash christma come fever got grou he man music neighborhood sant santa town uhh uhhuh,"['Concert', 'Musician', 'Musical ensemble', 'Choir', 'Santa Claus']",
kqYUZJ9pV1k,builtin cabinet limit ogr power qualiti speaker sturdi subwoof switch,['Loudspeaker'],
kvCY3l-VDJQ,bit cannot dog els everybodi four gonna happen hey littl louder pleas rememb wow ye,"['Dance', '']",
fjwh4ghZx3A,cattail delici leav root salad tender,"['Food', 'Recipe', 'Plant']",
flkA6kpXasA,bell boil bowl calm chop cook dish garlic ginger gonna got im ive let minut music onion pan pepper pink prawn reduc sauc scallion sour sugar sweet vinegar white,"['Food', 'Recipe', 'Cooking', 'Cuisine', 'Dish (food)', 'Vegetable', '', 'Seafood', 'Stir frying', 'Chinese cuisine', 'Philippine cuisine', 'Prawn', 'Shrimp and prawn as food']",
tVWzRMIn0BU,blast bob ch danger fli gloworm glowston god inde laser nest oh right say scarlet see special word ye,"['Game', 'Video game', 'Minecraft']",
YaIUtlatLoE,beyond concentr everi he heard juic luck make name never pain pleasur power reason rememb skill,"['Game', 'Running back']",
KqJLQtpkLEs,athlet feel field footbal gatorad he histori know leader max nation player school threw tremend,"['Game', 'American football', 'Quarterback']",
9gGXixOChsc,ab boy camp donair fan feud fight fighter golden nonito randow rank,['Boxing'],
xwNduAaGf3I,ador britain cute cuter girl guy juli like look marshal newborn oh outfit record stuff that though yeah,"['Toy', 'Reborn doll']",
xzWk6X4v6gs,brandon charl cut joshua madison mose peter pleas potting resworth schmidt spencer tabl tomlin ye,"['Game', 'Sport stacking']",
y1sBsXWYJmc,court denni durk game get go good kevin know lin maverick mont point quarter right second shot threepoint ty,"['Game', 'Video game', 'Sports game', 'PlayStation 4', 'NBA 2K15', 'NBA 2K14']",
y2Hz8dhQw8Q,app book built devic display experi ipad multitouch photo product store surf technolog way,"['Gadget', 'Personal computer', 'Tablet computer', 'IPad', 'IPad 2']",
Gc8FU3iYC8o,feel heavi heleni light love makeup natur nice realli sort um wear,['Cosmetics'],
xidko60S2Uk,admit arvit breath caledonian glasgow hello husband live nebul nurs patient question student tutor univers use,"['', 'Second Life']",
fI2Ah0A8Vxg,america bb blue fame grammi greatest guitar guitarist hall he influenc king lucil musician record thrill,['President of the United States'],
fwICVNA96fo,artist book box fun ive joy know kusudama make modular origami piec realli share think tomoko uh um,"['Origami', 'Book']",
fyfxUZpRTGo,art bilingu class english grade languag learn nativ program spanish speaker student,"['School', 'Teacher', 'Classroom']",
imIfPGLza6M,actual captur game global guy like lobbi mod mode nuclear nuke object play spawn team thermal uh war zone,"['Game', 'Video game', 'Call of Duty', 'Call of Duty: Modern Warfare 2', 'Call of Duty: Modern Warfare 3', 'Call of Duty: Black Ops']",
UWKrLVUx0hs,music,"['Parachuting', 'Paragliding', 'Parachute', 'Paramotor']",
TNH9BA3q38Y,bravo cada ct dar deo die dude echo he hotel im juliet open push right seismic timber torso uh uip wolf yeah yep,"['Game', 'Video game', '', 'MechWarrior Online']",
aLVjbHTSq7A,la oh yeah,"['Musical ensemble', 'Festival', 'Marching band', 'Brass instrument', 'Carnival']",
aOsj7RyyOAY,chuck citru complet footbal line michigan middl peerless quarterback tennesse throw touchdown webb yard,"['Game', 'American football']",
-OPbrTg4WSE,bridg cast close net open pier pop scalescom skyway spin throw tri your,"['Fishing', 'Fishing bait']",
1n6gBIlSUFw,card come david dear everi fan got grand know lotto number okay one paypal pul scratch shock subscrib tetri um vlog want,['Scratchcard'],
RA1Yp1u-0sg,blackout bomb bullet bur damag diver elit embed explos founder go im jacket joke melt might morri murray music name navi ordin owner paul power rough round rpg ryan sexi still technician thermit unexplod,"['Outdoor recreation', 'Loudspeaker']",
42UdDRRP5CM,aw british croak debat econom frog govern haven hi meantim polici sorri thought video wait wrong you,"['Animal', 'Frog']",
mluWRDS8q8s,aniyah beezu comma copi data delet disk enu finn handshak list login luca notepad open past realm roam video warcraft wordperfect work world wow,"['Game', 'Video game', 'World of Warcraft', 'Warcraft']",
9sGttwl91vs,barf breed devot dragon egg epic evolut hour ipod island lava like mud opal seven vid video,"['Game', 'Video game', 'Dragon']",
cS6mmhsCgE0,allow babbl barrel baton bit bop bottl box bulletin chicken clump comfrey fill flower get go gonna harvest liter log nettl readili stink tea use varieti want,"['Plant', 'Gardening', 'Garden', 'Compost', 'Fertilizer']",
cWyZfJpg1js,advic american audienc babe brilliant doctor fiji go hoop im karen movi new realli she shoot um yeah york,"['The Doctor (Doctor Who)', 'TARDIS']",
V-kyzNvWt6Q,add base bowl browni butter cup dessert go love marshmallow melt mix mixtur okay oven pan pie pour todd,"['Food', 'Recipe', 'Cooking', 'Dessert', 'Cake', 'Baking', 'Chocolate', 'Cookie', 'Pie', 'Chocolate brownie', 'Marshmallow']",
RQ9r5CBBYyM,acceleromet app calibr connect everyth ipad magnet replac shaker tap vibrat vibromet,"['Gadget', 'Personal computer', 'Tablet computer', 'IPad']",
ovvgiy7aYkk,commit distributor greater illumin light mission opportun por rainbow worldwid,['Vacuum cleaner'],
-rBFJqJz0Qs,areen assign automat babi ban care dead front go gote guy hello hey hide knive lag let man oh okay reviv shck sorri stra walk where yeah,"['Game', 'Video game', 'Call of Duty', 'Call of Duty: Modern Warfare 2', 'Call of Duty: Black Ops']",
r8AvjGBgg-E,adventur anim bernard bianca classic disney dodger king marri oliv orphan rescuer thiev video walt,"['The Walt Disney Company', 'Television', 'VHS']",
rCtiMqLVGHo,bit choppi citi combat critic excit fairli he im interact kevin know look mountain mysteri realli show thing think vast want witcher ye year,"['Game', 'Video game', 'The Witcher 3: Wild Hunt']",
sMDZIZgEOVg,argentina brazil cup footbal futsal goal guatemala play solomon tournament world,"['Game', 'Association football']",
5QdzwUfjOZI,action cambria copi danni enemi grenad guidanc merc mona nail order,"['Game', 'Video game', 'Strategy video game']",
VR87qDZ25Uk,everyon good greet hello kingdom magic mickey morn readi smith tiana welcom,"['Amusement park', 'Walt Disney World', 'Magic Kingdom']",
keRiMW6P3jY,actor anymor avatar bender blaze clue daughter decis defeat firebend fought fu heaven honor korra kung make must neither physic plot pronounc restor ruin script seem skip slowest taught time unend whose your,['Animation'],
kziR0rl7hhQ,alway applaus cling com dream fl forev kiss leav life love mine music sa true wing,"['Food', 'Cake', 'Torte']",
H4T4pbG-QN0,bassi cherri entourag guitar impress incred limit model music punchi seagul slightli tone uh um wood,"['Guitar', 'String instrument', 'Acoustic guitar']",
Fq4h7X9aff4,asham best dermit diaz friend georg girl honor inopportun jealou julia julian juliann lesbian love luci maid marri michael ricardo she someon trust wed wrong,['Trailer (promotion)'],
7WVq5-ulO0k,chane clank crash desp doesnt dog dragon insomniac let naughti never platform playstat price spal spyro talk ted video william youtub,"['Game', 'Video game', 'Cartoon', 'Spyro (series)']",
Zvck3vR0hRM,basic corner crunch defeat fine first hold impress kid know legendari long made music never oh phone posit seem soak worri wrong,"['Game', 'Video game', 'Racing', 'F1 2011 (video game)']",
62-KA5dlt64,deploy drone dude flip got headset im inbound nuclear optic relentless spawn standbi teammat uav vet,"['Game', 'Video game', 'Call of Duty', 'Call of Duty: Black Ops II']",
tUBzemk0r_A,acog channel chem drop episod game he kind lego nate peopl rifl saturday snipe sniper strike zone,"[0, 1, 36, 367]",
GMF_nMHq8s8,bunch go hideout open rodom rotom secret town um unknown westerli,"[0, 1, 81, 105, 108, 358, 510]",
Eg0wbUR9o4Q,advertis authent celebr color flavor gosper januari kansa latino men name rea repres rosa rosar th um wise,"[11, 20, 29, 32, 211, 483]",
KnI58UTdAM0,athlet draft eagl he huddl janin johnson lane lineman offens oklahoma philadelphia pick quarterback tackl,"[0, 79]",
e7CQ9ECupDc,applaus bieber cl hold like look music okay stop um whatev yeah,"[68, 72, 945]",
LVeMHJLbP1U,applaus beat bl boll born bro disg everi fast fighter five frost happen havent ho hood im know kod man music new onert round sa talk what with yet,"[17, 19]",
ezTYjfKbG6Y,coop could disappoint dont duti earlier express game guy happen hell hope hype know legitim made make mode spawn super taken uh ultim video want watch yesterday,"[0, 1, 36, 94, 403, 423]",
1Up-oGfiosE,bear bod calam conli conscienc consumm coward death despis devoutli die dread dream enterpris fal flesh grunt heartach hue insol make mon mortal nobler outrag pale pang quietest scorn shuffl sickli sleep sling thu undiscov us weari whe,[734],
isNcrt8eR_c,allison bazooka contest gonna im jade next pageant paramed queen savannah sorri sweet vote win,"[26, 466]",
Xns8HHmQMHA,finger flea hey low music pickup porn probabl saturday section slap slapper someth song squir string thumb tri video wrong yall,"[4, 9, 10, 34, 2656, 3137]",
THC3LI96GjY,beauti chardonnay chocol elabor ferreira ferrer gloria laurier rare sonoma view wine wineri,"[11, 877]",
cGfys1hJeXY,bed dark feel fter im jume lighter like love make move my oh rain roof run seem sleep swim taller youer,[3792],
-Ncva5VGPL4,agenda air babi cash cross door fairi fight front glass got hear hender holl holler ive loudli music proudli rea real store tale thrive wonderland,[205],
NUmQAPIYJCs,applaus better ever faster fter laughter make music never strong stronger work,"[2, 7, 48, 177, 460, 1031, 1632]",
GOTCHrwWO0k,belong build chalk eastern en eric georgia modo music perri puerto rc rico show southeastern stuff tu vendor,"[64, 113, 119]",
3zoCWDrVShY,age arteri attack belinda bypass chest diabet diseas doctor factor heart pain quintupl risk surgeri symptom think year,[195],
3APQiR5_wj4,ac daili milan news peruja player psg recap renew report rosen rumor season transfer tv updat,[12],
jqN1Q_vnrdo,abl axi copter footag gimbal go gp interact new shot smooth valley,"[19, 53, 58]",
utl5uCA9lV8,candi cute engin face jame like littl perci perfor sweet tart tear there thoma thomass train tube,"[11, 368, 442, 817]",
-na_G-wPhJY,aint ask cast confidenti direct ey music neat repeat street sweet twice yeah,"[9, 10, 550]",
-uR_1GX31yg,contrari dont life name need real silli wast,[14],
rCKyc5P3o04,back challeng cricket evas gaug go gonna im like mean near oh okag pleas point post queen room scream serious speed stop there walker yeah,"[0, 1, 35]",
vrmtqKVqwuQ,bside epiphon exact great grover guitar inlay le paul pickup rhythm standard tone tuner zero,"[4, 9, 10, 37, 655, 1523, 2427]",
OyAaDkb8wSY,celestia chao chocol defeat discord element equestria etern foe harmoni luna poni princess spell wield,"[5, 16, 244, 292]",
r3bUwscBWII,applaus fore hey music spee speech speechi,"[15, 18, 87]",
HsVWhiQ5M0o,amaz beuti bra clo crazi har high ill know let miss music oh rock shou smile strong swe,"[53, 58, 60, 163, 232]",
74w2EV0mHP4,actual ahead air blade cool cooler cpu fan go heat mm ram sink socket talk temperatur tower,"[1, 74, 275, 629, 2092]",
5SVKvwIXdOM,band bonham concert jason jimmi john lead reform robert said singer zeppelin,"[3, 4]",
bMkQON4_woE,add build duckl fun know like probabl revel semi stuff uh um weather,"[2, 26, 75, 3753]",
l3nAq9SX6-I,ambient blush color cool disappoint ether feel glow highlight hourglass light like pigment pink product textur,"[39, 233, 420]",
VzNSRHuLmk4,angl comment dribbl good he like player price quit rate realli section seem speed stat striker um underr weak well,"[0, 1, 63, 335]",
H7Lfa_rQybc,anybodi ass ball belief believ biggest brother butt came chop commit cu faith get go guy half high let love lower okay right run second sir trip truli us win,"[0, 79, 91]",
dpjsOK5Np44,alex beani caller chapter citizen dress extent fashion funki grade gum hobbi im keira knightley law lazi madeup make put rockford russo saw senior song weve,[133],
FmC1kfnYq8U,amp beer boost booster engrav guitar make mini pedal realli simplic sound spark switch volum,"[9, 37]",
FouLqOQ33nk,bleach brush cool crayon hair honest like littl london look lot meant ok pencil pretti purchas review sharpen test video want wash,"[39, 50, 66, 503]",
FrP6sGtoiec,actual appl blue buy guy headphon ipod nano realli refurbish review sticker unbox,"[21, 23, 24, 288, 2414]",
jhqGWywRpkQ,amaz boy compliment cuz digit hair harvey id irish kentucki know music oh outsid sang shing simpson sing skype smile thank way whitney window would yeah your,"[105, 331]",
-j4jam8VmTA,abl actual blah boss divin episod get grind guy hatchet ive lot max porter realli road uh um,"[0, 1, 139]",
r-qmnSqVJhc,add chop clove cook fine go griddl im mushroom need oil oliv pan parsley sauc stalk tablespoon well,"[11, 20, 22, 29, 32, 1168]",
kLNNsQEwx3g,coyot day famili ferguson former franchis game hockey john organ passion phoenix play teammat thank winnipeg,"[0, 82, 103, 118]",
kMIjC3oWfz0,analog bend car denser diagram eye glass happen howev light magnifi ordinari pen racetrack ray refract slower straight tilt travel wheel,"[80, 694]",
mJfGfFIcpw4,ammo cannot duti five get gun juggernaut mistak noob one packapunch perk reviv round theyll train zombi,"[0, 1, 36, 94, 147, 423]",
JadWYXCNfaA,ben better defens great guy he improv jone know lot murray offens rout run smarter team theyr uh um,"[0, 79]",
8FGVGe6Q1iI,applaus music,"[181, 222, 770, 950]",
blNqDhzyt6w,alright automat awesom block bring build collect design get glowston go grow hopper im melon place pumpkin redston simpl that tu watermelon well,"[0, 1, 27, 183, 192, 262, 294, 331]",
WbZjpeIul8g,biomatt blockag demonstr direct dirt drain effect eight flusher four hydro kitchen machin pipe rid rooter seven sewer shoot water,[2177],
nRlDUUKcxPg,basic boxer control empir game graphic hook ice kind like mission movi oblivion peopl stealth world yeah,[1],
Xfq-Xn4Gpoo,barn barrel cane ferment grape happen juic know machin press prune red season skin spur tank uh wine,"[11, 877, 1625, 3384]",
qPgm5671-H8,back blue bolton championship clark clean game goal jess know lee lingard maddi murphi penalti saturday score sheet sheffield terrif tonight,"[12, 79]",
RzTP8YRjBio,capo chord choru familiar fret go minor play string strum that tutori vers,"[9, 10, 34, 840]",
WR5WcGujZPk,bronz countdown discard episod fit go got ive john oh pace pack squad three uh um yeah,"[0, 1, 63, 633]",
lsD_yeRC9eQ,belli bertel butter cigarett cocoa codi dictat dokey donkey eagerli hockey homi hoodi hutch insert iot kiss lap mama miss music novel okey papa salti sheep silli sip sour starski stink tea think util whini,"[4, 9, 14, 40]",
OQAOqcNl4os,andi barbecu charli chip circl code come everybodi execut hungri kid lie men mo move music okay present profession ranch recon red repeat settl shouldnt soldier,"[5, 16]",
_7T8dH2kJ5c,he involv know music nation often practi practic respons team trick uh younger,"[0, 12]",
_BtpyA-hLXk,applaus befe go hey music okay team three win,"[0, 1, 5, 234, 628, 2516]",
_BUIcrPxrqI,bryson cass dad famili grandma helen live marco reggi ryan sim young,"[0, 1, 242, 254, 470, 1364]",
6HhlIZ8pWv8,antiair battlefield bird damag flare get helicopt hit littl lock missil noodl reload repair rocket scout seat stinger switch vehicl wing,"[0, 1, 124, 186, 317]",
6OerBr6crKI,back dell go grab gx heatsink hook latch lift line open optiplex processor pull put right screw take thermal unscrew want youll,"[74, 275, 629]",
MJ02e0Nq5yk,american bacon beauti blt classic cook farmer ingredi lettuc market sandwich sourdough toast tomato um veggi,"[11, 20, 22, 32, 173, 483, 829, 1792]",
pi4Feo36HIY,americana ben campaign classic given kind poncho scout sherman shirt,[66],
nUlmJR2VGEU,betto buddi crash everyth hung instal know microsoft minut server text time titanfal tri uh um uninstal,"[105, 294, 331, 1422]",
BsjrxyI18VA,anim crank depth field file frame nitrou preview quick render sequenc shadow soft uh viewport,"[2, 7]",
B2jB-zJsTpw,battl bird comon craw crisco deterg funnier gorion gunm idah idaho ladi meck nbc nothing oh preced prerecord sock station suck turbin,"[133, 921]",
oLtEPLlmEw8,account avatar find futur life linden network object peopl resid second sometim virtual world,[1570],
Iurv7WURKc8,carmichael gonna im jeremi jerk king made mcgrath mistak pastrana race supercross travi whoa,"[0, 1, 535]",
9T1R3QsQZOY,also anyon assist better captur detriment done fault flag game hurl kd kill lose math matter moab mw play selflessli singlehandedli slang team teammat thu win,"[0, 1, 36, 142]",
Wy3guiSPa3U,amaz basket candi cane christma conveni cooki cutter holiday kid littl mom pancak sandwich sprinkl top,"[11, 99]",
HZI6qs5A2-s,abus addict ban bird cd claim delay februari flappi frustrat game guen infring multiplay news nintendo phillip rereleas witcher,"[1, 203, 467, 1294, 1529, 2654]",
eqwK1u0wsCI,bronchiti capsul coconut cold commun get immun ive kind last lot mushroom oil realli review sick stamet stuff system week would,"[11, 1069, 1168]",
oIft-fcxc-4,argu aroma backyard ceram cleavag command composit conquer drake elev funni hamil harley innov intrapsych kakuma lotta lung margin maseca meter necessari neuron nope particip renegad repair resum rockin rosi sailor shootemup singer yeah,[1384],
oJmktb4_Z-E,bit blurri came carson danni deceiv deer end haunt horan hybrid jim nosi one puff quieter quit rain read reid roadless roar saw scope seeker shuttl snake stalk straight stuff teen teeth turn uck whore,"[15, 60, 239, 363, 686]",
QxztR6lM3DU,applic color compar edg magazin master paint pictur structur um valu,"[80, 127]",
huOh7p3T3m0,annoy bandit budget cheap convent difficult film filmmak independ innov insignific lot movi okay real ron steadicam tell youv,[25],
hyZh6us6XWc,charger christian dalla dc half homecom huge lead leagu pca prestonwood second week weve,"[0, 79, 91]",
wrj4GfADc8E,behind boy darya die gay got kill oh porn preciou puppi shut sticki whyd zipper,[246],
yRgJw02Ml4I,commun danc dancer demonstr everi kathi partnership salsa signal social step unambigu,[8],
sBzWUnu8pQ0,accent babi baidu barrack barri bear bendel berri cherri encanta gasp haley hall harold heather humbl jelli jenni kelli lo mantl marri nada sam shelli siento snail solo spiral strawberri sudar tornado tu wakana ya,[14],
8j4rMFVbE_s,add app builder button choos cloud connect control easi easyb interfac load microphon mobil press project robot save select view,"[21, 24, 259]",
s4WWCe5TWTY,alon around dog fourleg friend id leav life love never peopl perfect pray sniff someon stick stranger till,[140],
TfaNhlrtU0A,biodom door four gun guy jug mysteri packapunch perk point rack rape right strategi teleport train two uh um wall,"[0, 1, 36, 147, 423]",
n83jdXS_dIY,dont fl gentlemen go hereo kill scar squeaker squeaki startt tu,"[15, 18, 67, 140, 1785]",
R6zvPQ6IuYc,awesom billboard borderland edit guid limit model page pandora paperfold strategi um weapon,"[1, 774]",
1umkf7Z_SRs,angel franchis game ido lara raider seri tomb,"[1, 35, 1215, 3458]",
mGpWuK8KU8c,awada ds freetoplay game lock news nintendo pikmin polici region titl wii,"[0, 1, 5, 467]",
P1DlcwwaDcg,aint danc dipper girl got hy im imma make marvin mic money rap show uhhuh uhuh,"[0, 1, 36, 94, 147]",
omh1VHH-Xf4,absorb boil chees chicken eat flavor guy hot hous id ill like mac mountain one open powder rice show stand stuff thought vid water,"[11, 20, 22, 303, 559]",
XJLdZfPASQA,basic chord choru concept daddi dp fret guru like minor much music particip philippa quest refrain santo sketchi song sound tyron uh um vers,"[9, 34]",
Kfcj-FqTx9I,art boy counti god great ke ky name ricardo savior shout sing soul th thee thou uh,"[4, 9, 10, 34]",
PmRSiYobB70,contact dropper drum equip exist flatb hydraul instal mount mpv music new oper platform stage tension unit wire,"[2, 45, 51]",
RnWJGOgdQXs,auto buick buy che check code dealer dork enter free go googl inform list past report site uh vehicl vin,"[2, 7]",
dfQHfxdFDqA,amp black channel clean crunch deliv eq fire furi gu guss metal power reson signatur tone watt,"[4, 9, 37, 421]",
gDyBeEEud5g,bake bottom butter cinnamon cook flour freeforal gluten gonna like oat plastic roll sugar warm water windscreen xanthan yeah yeast,"[11, 20, 22, 29, 32, 122, 211]",
7kQaj5d_8jo,around back claw cm crane dangl go makeshift okay pull pulley readi right servo somehow string there tie,"[26, 130, 259]",
IHvcxYvf0DY,attack defens destroy fake launcher leon metal mo okay one rotat uh wd wheel yeah,"[26, 570]",
hOf03x5MQRU,achiev anew aw awak breakfast bun buri cabriolet carrera closer come curiou dedic deepli dream fetch forgotten fulfil goal hesit hymn immens instanc openmind porsch preciou purpos reawaken rediscov remind someday someth translat us,"[48, 793, 1506]",
AVgVfcWvENc,ad beta biom build butcher cool craft frosti go guy lava monday releas snapshot tomaso tweet uh um updat video,"[0, 1, 27]",
AZfMJ3AhxYc,big go hmm huh okay whew,"[15, 18, 87, 244, 333]",
SYFEYpPpr_g,allo armest boot car cd curv dens dock golf got gtdi holder imperi interior ipod look mat mi mint radio rip scrape see spare stain take vw well weve wheel workor,"[2, 7, 197, 198, 316, 513, 2331]",
gTGD_ruWrg0,clean dawn dish georg go got grade ha im jay launder littl money note one pinhol right rins yeah,"[730, 2415, 3237]",
IjPsCYAqK20,bend circl close ear hook loop necklac needl needlenos noos nose open pair part pendant plier remov use,"[401, 1037, 1237, 2294]",
n7pekjJWbhk,chip curv dent door life nice passeng scratch sign tidi,"[2, 7, 171, 1371]",
2I9zy4rxCFg,amp bubbler cell electr firewal ground manual switch uh um volt wire,"[2, 7]",
tqaMTMZhsec,diamond eeve good gotten hope late neither okay open pack pearl promo rare trainer,"[0, 81, 215, 217, 447, 790, 915]",
RFinNxS5KN4,anim bone centuri chase climb cook decad depend dig dinosaur evacu frontier ft genet highli hybrid intellig island lab modifi music new past proud she trip wall,[25],
YV3pT2mdk7c,fga meo spee,[571],
3f46efIJacc,act compet competitor dad event go honest honor hors horsemen invit particip quit repres road sarah thought tuti um would,"[15, 18, 60, 87]",
_uqcX4_FVFM,andi music oh,"[31, 1001]",
3HndQdCHUag,bloodlin bonni brother carolin clous dont drink find flirti hell indec jee lockwood love never salem stefan stepan vampir vct want werewolf,"[25, 663]",
-cDYCdgQqiM,ho music oh,"[2, 44, 186]",
h0KebL5J_ho,abil attempt blade build charact death faster guard handi im nightmar savag solo stamina um upgrad work yeah,"[0, 1, 1004, 1344]",
Fgv6ed0yJH0,asid batteri book cover instal memori modul owc phillip place power powerbook remov repeat screw slide,"[74, 187, 736]",
mxCpHzcsWRA,batteri canon gopro hero power uh wasabi,"[284, 712]",
hYJFYBKhleQ,awesom baggi channel go guy im jewelri like littl minecraft mush note put small store tea yogi,[401],
Qagu12zlRI0,itb,"[0, 91, 538, 1137]",
TRGZ1zdGqNo,aort atmospher championship get go good grip hope im know leagu like real realli super uh um weekend went,"[141, 255]",
TZF2uM1ASwE,breaker case chico exquisit fourth jeter matt mayb never one pretti right robert seen tahada that walken yeah,"[21, 23, 3245]",
UABiRph2ENU,applaus music,"[0, 19, 409, 443]",
0fMPrgecQrQ,ack applaus australia everi father fo get good miss mother mr music readi reunion said scream see sney son soon spirit sydney us way zero,[3],
DX51eZn7GXE,armour awesom camo color compress footbal got know look review shirt sleeveless sweet uh um,"[66, 557, 1286]",
25Y6Uh-8eSA,along away bbc believ birthday close come doct dont forget go happi hey keep linn music orchestra persist pleas save sonic stay there thing tiest wr,"[1127, 2994, 3146]",
vk5jNTtGjYQ,amigo billi could drudgeri fastforward knob machin observ oh patent poorli portfolio skipper staff stan,"[5, 16, 49]",
u9CrD_rawwc,appl chicken cow craft eat get kill okay sheep spider timber,"[0, 1, 27]",
MYdV_uptF-g,applaus biss bruno che explan girl good gs in jami liv luck music ne right she,"[3, 4, 13]",
Q-VJMt5CT2s,music,"[5, 49, 265, 1325]",
EFDs-zdGebE,angl batch dumpl explain got ive oneon pot round shoe spoon squar squeez sticker straighten techniqu thicker traer um wrapper,"[11, 20, 22, 29]",
OgZKxi3ZNrA,air back falcon fallen forward get go he kill ls lum luma music oh ooh punish smash thr tri yeah,"[0, 1, 105, 234, 467, 678, 3591]",
49zywGcYLzs,applaus music oh st,"[21, 23, 24, 73, 775]",
E803TXTX_34,babi cat confus dog screen squirrel tri weigh window,"[15, 18, 67, 170, 1263]",
Dlr6Fqd1jUA,accid adapt assist bclass break colli collis driver jim mercedesbenz mingan stutgart system warn,"[2, 7, 104, 266]",
DGuRi2hYuX8,blind can hadn jin ll ok poli spot suji titan truck we,"[0, 5, 16]",
jyedwVKIyH0,ball chariti crusad dodger dragon expans favorit game good goosebump got hero hulk liter quest quid space talisman throne version vh,"[0, 1, 607]",
QMoTDtCBPdk,build built buy comput pc price realli upgrad usual,[74],
Ck7zSpner8A,armageddon card creatur deck henri hollow land lanto lantto michael oppon spell tournament use,[643],
YcxHwRPHohM,anywher around car challeng clearli europ extraordinari garden goodwood hemi orang term,"[2, 7, 19, 48, 415, 437, 1689]",
uHWYgO2D9-A,acquisit aint ari arrang better camaro camilla come comfi crackalackin edog franki get hair indestruct lollygag popper prayer right royalti said say seat sit think tilt trailer unchain unhook viciou wheel wrong,"[2, 7, 75, 172, 566]",
ys2Yx032wUk,awesom barrack choppi definit enemi frame game good imac lane like look minecraft play pretti realli resolut second set starc ultra um warcraft,"[0, 1, 27, 42, 93, 102, 290, 1730]",
ZnGDgBKKkrY,blow dinosaur dude exact expir freak friend funni go god he jump mate mom oh opposit pant squeak squeaker subscrib that touch yesterday your zigzag,"[0, 1, 36, 94]",
zWYK6ML9PJA,actual back bit button go one piston pretti push repeat ride room see simpl top uh um updat wire,"[0, 1, 27, 522]",
UyFIF4f6nDY,along bad billet bumper clean fender front good gooy got green littl mile nice packag patch roll seat shape tailgat tow truck uh,"[2, 75, 95, 165, 172, 1202, 2220]",
rCydmNCUiqY,beach coast dolphin dominican east gonna gotta hope miami million payday quarterback south sue whoever,"[0, 1, 63, 450]",
rC8NixrhtTQ,acn exfoli face giveaway help hyperpigment know like makeup oil product regimen scar skin skincar use video wintertim,"[39, 50, 202, 674]",
kduIAXopTmY,attribut brazil brazilian center copa everyth expect fan fc great happi hope manag play rildo santo sign success sudamericana team teammat train welcom win,"[0, 12]",
ns253o1wGaQ,allow day deliv duti everi heavi incur intern job load louisvil need overpass pay permit prestress reliabl sension sever site star suspens tractor us,"[2, 75]",
J7H6fVykf_k,alphabet delux design diamond embroideri hoop majest quilt sew stitch,"[390, 748, 984]",
ky7wJiszQu8,african anyway bit build comment coupl dri electr facto fan foot four glass got half high ill itll ive later leav minor moment quick see tank three wide youtub,"[15, 2501]",
H8T5RmXDhxk,approach attract bleed boo civilian clear entir evil fair flag fresh guy hell holi identifi kill miss neighborhood parti quarantin quiet resid son specimen spector step take tyrant zone,"[1, 25, 337, 3641]",
FoHoCFXyDWc,close cr door elev go god hawai jealousi let like lisa music nicest oh pal sanchez shelbi speechless swear tourist uh us,[191],
7YO1faWRT_U,applaus attempt brown creatur dang devil exot gentlemen jble jle jungl known lighter man messag music near say see tasmanian tough um video,"[0, 5, 36, 94]",
-ff_huzRa94,aint bronx candl flow im like lyric niggaer rapper roy tri triumph zoo,[14],
UZe5g4mDeuE,affect ambiti applaus attract cie convers en feel fore freshman girl heart lov love music nam race sexi sister ste storag strart take teenag tring,"[5, 81]",
kO7wKkr9nSY,caught differ distant dont fit homi im irregular popular pretend rap trend trendi,[14],
-SPWSPl60TI,atom booth contract design devic intel key keyboard led limpo look might netbook realli sim slim spec uh um well,"[24, 74, 187, 200, 838]",
wiOn4QVxfjk,anoth bang donger flake frog fungi gase get grima hey hunk joker katana knick like met movi peroxid pictur pull rollup run shootin song sweeti ségolèn uphil ventur yall,[14],
mZKEQDgU1Hs,ask cab canada everybodi kind know leader like mamba paralysi peopl relationship rim sometim team time venom yeah,[52],
FLcl7P9mE7k,bodi catu cau cinch cti dub elar fiber hackl hook imit rib stub tie toward wing wire,"[15, 43, 374, 499, 693, 1474]",
lIfbnADFB10,add cut fondant glue go im krispi piec rice roll side squar take top treat water,"[176, 683, 814, 1291, 2066]",
pzoX_OoHfO8,cannib drug film fire hatchet lot movi nd sex sleazi street theater,[25],
pzS_LPa65lg,black bootleg brush color cover dinosaur dip encas go im like look matt nice paint painter result shade spray stumpi uh um whatsoev,"[15, 127]",
WQwEb6EGw3s,back boy break dancer la let music old school sp take term,[8],
5-UdF_2n16Y,anchor box chase code concret depth electr fasten fit foam instal mm nudura pipe plumb plywood recess requir screw stack vent wall wire,"[388, 497, 606, 2177]",
