video_id,cleaned_transcript,labels,generated_labels,unigrams,unigram_word_map,segments,GPT_answer
EY-7HTJ3oXk,cant cuz everi fast feel fli heartbeat kiss life reach sky static swear time touch want,"[5, 49]",,"['cant cuz everi fast', 'feel fli heartbeat kiss', 'life reach sky static', 'swear time touch want']","{'Segment-1': ['cant', 'cuz', 'everi', 'fast'], 'Segment-2': ['feel', 'fli', 'heartbeat', 'kiss'], 'Segment-3': ['life', 'reach', 'sky', 'static'], 'Segment-4': ['swear', 'time', 'touch', 'want']}","[['cant', 'cuz', 'everi', 'fast'], ['feel', 'fli', 'heartbeat', 'kiss'], ['life', 'reach', 'sky', 'static'], ['swear', 'time', 'touch', 'want']]","['Topic: Speed and Limitations.', 'Topic: Feel heartbeat kiss.', 'Topic: Life reaching static sky.', 'Topic: Swear time touch want.']"
yEvB8WvVXE0,arrest credit crest dear destroy di dont entrap grim inspector khabib oper quiz raymond well ye,"[133, 630]",,"['arrest credit crest dear', 'destroy di dont entrap', 'grim inspector khabib oper', 'quiz raymond well ye']","{'Segment-1': ['arrest', 'credit', 'crest', 'dear'], 'Segment-2': ['destroy', 'di', 'dont', 'entrap'], 'Segment-3': ['grim', 'inspector', 'khabib', 'oper'], 'Segment-4': ['quiz', 'raymond', 'well', 'ye']}","[['arrest', 'credit', 'crest', 'dear'], ['destroy', 'di', 'dont', 'entrap'], ['grim', 'inspector', 'khabib', 'oper'], ['quiz', 'raymond', 'well', 'ye']]","['Topic: Arrest of Dear Crest Credit.', 'Topic: Destroy di dont entrap.', 'Topic: Grim Inspector Khabib Oper.', 'Topic: Quiz on Raymond Well.']"
yI5LCWj1qec,appli brush color cure ensur extens gel layer nail robbi,"[39, 181, 216, 222, 249, 2024]",,"['appli brush', 'color cure', 'ensur extens', 'gel layer nail robbi']","{'Segment-1': ['appli', 'brush'], 'Segment-2': ['color', 'cure'], 'Segment-3': ['ensur', 'extens'], 'Segment-4': ['gel', 'layer', 'nail', 'robbi']}","[['appli', 'brush'], ['color', 'cure'], ['ensur', 'extens'], ['gel', 'layer', 'nail', 'robbi']]","['Topic: Appli Brush', 'Topic: Color Cure', 'Topic: Ensure Extens.', 'Topic: Gel layer nail Robbi.']"
yMHAwCGUOxs,carrot contain cucumb demolish garden garlic grow grown he patio plant realli runner seattl stake tiffani tomato transplant vinc well weve wind yeah,"[112, 126, 220, 276, 624, 2069]",,"['carrot contain cucumb demolish garden', 'garlic grow grown he patio', 'plant realli runner seattl stake', 'tiffani tomato transplant vinc well weve wind yeah']","{'Segment-1': ['carrot', 'contain', 'cucumb', 'demolish', 'garden'], 'Segment-2': ['garlic', 'grow', 'grown', 'he', 'patio'], 'Segment-3': ['plant', 'realli', 'runner', 'seattl', 'stake'], 'Segment-4': ['tiffani', 'tomato', 'transplant', 'vinc', 'well']}","[['carrot', 'contain', 'cucumb', 'demolish', 'garden'], ['garlic', 'grow', 'grown', 'he', 'patio'], ['plant', 'realli', 'runner', 'seattl', 'stake'], ['tiffani', 'tomato', 'transplant', 'vinc', 'well']]","['Topic: Demolish garden containing carrot and cucumber.', 'Topic: Garlic grown on the patio.', ""Topic: Plant-based runner in Seattle's stake."", 'Topic: Tiffani tomato transplant vinc well.']"
yO4359strlA,antenna app background batteri bluetooth bright cellular data drain go gp io life phone possibl refresh save servic smartphon thing turn usag want wifi your,"[21, 23, 24, 73, 712]",,"['antenna app background batteri bluetooth bright', 'cellular data drain go gp io', 'life phone possibl refresh save servic', 'smartphon thing turn usag want wifi your']","{'Segment-1': ['antenna', 'app', 'background', 'batteri', 'bluetooth'], 'Segment-2': ['cellular', 'data', 'drain', 'go', 'gp'], 'Segment-3': ['life', 'phone', 'possibl', 'refresh', 'save'], 'Segment-4': ['smartphon', 'thing', 'turn', 'usag', 'want']}","[['antenna', 'app', 'background', 'batteri', 'bluetooth'], ['cellular', 'data', 'drain', 'go', 'gp'], ['life', 'phone', 'possibl', 'refresh', 'save'], ['smartphon', 'thing', 'turn', 'usag', 'want']]","['Topic: Antenna app battery Bluetooth.', 'Topic: Cellular data drain.', 'Topic: Life phone possible refresh save.', 'Topic: Smartphone usage trends.']"
R5W7BpT02Tw,child cut deeper engag experi famili involv parent relationship respect school teacher tool trust,[3205],,"['child cut deeper', 'engag experi famili', 'involv parent relationship', 'respect school teacher tool trust']","{'Segment-1': ['child', 'cut', 'deeper'], 'Segment-2': ['engag', 'experi', 'famili'], 'Segment-3': ['involv', 'parent', 'relationship'], 'Segment-4': ['respect', 'school', 'teacher', 'tool', 'trust']}","[['child', 'cut', 'deeper'], ['engag', 'experi', 'famili'], ['involv', 'parent', 'relationship'], ['respect', 'school', 'teacher', 'tool', 'trust']]","['Topic: Child cut deeper.', 'Topic: Engage with family experience.', 'Topic: Parent-Child Relationship', 'Topic: Respect and Trust in School Teaching.']"
1w0D9W1dcrw,academi agent approach avoid bump command cop copper covert crouch dam dirti enter everywher get good herman identifi iron jc lethal manderli music nsf phrase qui quiet remain secur shoot sir site slowli statu stealth swear takedown unic,"[0, 1]",,"['academi agent approach avoid bump command cop copper covert', 'crouch dam dirti enter everywher get good herman identifi', 'iron jc lethal manderli music nsf phrase qui quiet', 'remain secur shoot sir site slowli statu stealth swear takedown unic']","{'Segment-1': ['academi', 'agent', 'approach', 'avoid', 'bump'], 'Segment-2': ['crouch', 'dam', 'dirti', 'enter', 'everywher'], 'Segment-3': ['iron', 'jc', 'lethal', 'manderli', 'music'], 'Segment-4': ['remain', 'secur', 'shoot', 'sir', 'site']}","[['academi', 'agent', 'approach', 'avoid', 'bump'], ['crouch', 'dam', 'dirti', 'enter', 'everywher'], ['iron', 'jc', 'lethal', 'manderli', 'music'], ['remain', 'secur', 'shoot', 'sir', 'site']]","['Topic: Academic Agent Approach to Avoid Bump.', 'Topic: Crouch Dam: Enter Everywhere, Dirty.', 'Topic: Iron JC Lethal Manderli Music', 'Topic: Site security shooting situation.']"
Y-V2Kh5d_40,barg bon bond deck head jame leif lind music personnel phone she target,"[0, 1, 35, 1070]",,"['barg bon bond', 'deck head jame', 'leif lind music', 'personnel phone she target']","{'Segment-1': ['barg', 'bon', 'bond'], 'Segment-2': ['deck', 'head', 'jame'], 'Segment-3': ['leif', 'lind', 'music'], 'Segment-4': ['personnel', 'phone', 'she', 'target']}","[['barg', 'bon', 'bond'], ['deck', 'head', 'jame'], ['leif', 'lind', 'music'], ['personnel', 'phone', 'she', 'target']]","['Topic: Bargain bonds.', 'Topic: Deck Head Jame', 'Topic: Leif Lind Music', 'Topic: Personnel phone target.']"
VIfP9yeauDM,cast concern fish go im jig lump river shave surgeri trip tumor uh upper valley wind,"[43, 60, 1824]",,"['cast concern fish go', 'im jig lump river', 'shave surgeri trip tumor', 'uh upper valley wind']","{'Segment-1': ['cast', 'concern', 'fish', 'go'], 'Segment-2': ['im', 'jig', 'lump', 'river'], 'Segment-3': ['shave', 'surgeri', 'trip', 'tumor'], 'Segment-4': ['uh', 'upper', 'valley', 'wind']}","[['cast', 'concern', 'fish', 'go'], ['im', 'jig', 'lump', 'river'], ['shave', 'surgeri', 'trip', 'tumor'], ['uh', 'upper', 'valley', 'wind']]","['Topic: Go fish cast concern.', 'Topic: Jig Lump River.', 'Topic: Shave surgery for tumor trip.', 'Topic: Upper Valley Wind.']"
EUE1u0mvJa0,appli black coat nail opi pink polish take thick tutori,"[181, 216, 222, 249]",,"['appli black', 'coat nail', 'opi pink', 'polish take thick tutori']","{'Segment-1': ['appli', 'black'], 'Segment-2': ['coat', 'nail'], 'Segment-3': ['opi', 'pink'], 'Segment-4': ['polish', 'take', 'thick', 'tutori']}","[['appli', 'black'], ['coat', 'nail'], ['opi', 'pink'], ['polish', 'take', 'thick', 'tutori']]","['Topic: Black Application', 'Topic: Coat Nail', 'Topic: OPI Pink', 'Topic: Polish thick tutorial.']"
foAGZ5UBW8s,fight foreign go hey huh oh readi sight techniqu win,"[0, 1, 5, 69, 2145, 2589]",,"['fight foreign', 'go hey', 'huh oh', 'readi sight techniqu win']","{'Segment-1': ['fight', 'foreign'], 'Segment-2': ['go', 'hey'], 'Segment-3': ['huh', 'oh'], 'Segment-4': ['readi', 'sight', 'techniqu', 'win']}","[['fight', 'foreign'], ['go', 'hey'], ['huh', 'oh'], ['readi', 'sight', 'techniqu', 'win']]","['Topic: Foreign Fight', 'Topic: Go Hey', 'Topic: Concern.', 'Topic: Reading Sight Techniques for Winning.']"
eUW7auigOAY,activ back bandit card charg deck forc format go graveyard know mean miror negat oppon pay seven soul to trap um warn yap your,[412],,"['activ back bandit card charg deck', 'forc format go graveyard know mean', 'miror negat oppon pay seven soul', 'to trap um warn yap your']","{'Segment-1': ['activ', 'back', 'bandit', 'card', 'charg'], 'Segment-2': ['forc', 'format', 'go', 'graveyard', 'know'], 'Segment-3': ['miror', 'negat', 'oppon', 'pay', 'seven'], 'Segment-4': ['to', 'trap', 'um', 'warn', 'yap']}","[['activ', 'back', 'bandit', 'card', 'charg'], ['forc', 'format', 'go', 'graveyard', 'know'], ['miror', 'negat', 'oppon', 'pay', 'seven'], ['to', 'trap', 'um', 'warn', 'yap']]","['Topic: Activ Bandit Card Charge', 'Topic: Graveyard Knowledge in Forc Format', 'Topic: Seven negative opponent pay mirror.', 'Topic: Trap warning yap.']"
XJdRKytxwi8,automot basic coat enamel fascia ill inch joist latex mount paint panel pertain primer pull sceneri subdivis switch tape top use,"[2, 45, 51, 137, 298]",,"['automot basic coat enamel fascia', 'ill inch joist latex mount', 'paint panel pertain primer pull', 'sceneri subdivis switch tape top use']","{'Segment-1': ['automot', 'basic', 'coat', 'enamel', 'fascia'], 'Segment-2': ['ill', 'inch', 'joist', 'latex', 'mount'], 'Segment-3': ['paint', 'panel', 'pertain', 'primer', 'pull'], 'Segment-4': ['sceneri', 'subdivis', 'switch', 'tape', 'top']}","[['automot', 'basic', 'coat', 'enamel', 'fascia'], ['ill', 'inch', 'joist', 'latex', 'mount'], ['paint', 'panel', 'pertain', 'primer', 'pull'], ['sceneri', 'subdivis', 'switch', 'tape', 'top']]","['Topic: Basic coat of enamel for automotive fascia.', 'Topic: Joist Mount for 11 Inch Latex.', 'Topic: Paint panel primer pull.', 'Topic: Sceneri subdivis switch tape top.']"
Fa3Bjx-4wac,catali catalyt clamp convert cut fit junk new old pipe trim,"[2, 7, 75, 172, 196, 224]",,"['catali catalyt', 'clamp convert', 'cut fit', 'junk new old pipe trim']","{'Segment-1': ['catali', 'catalyt'], 'Segment-2': ['clamp', 'convert'], 'Segment-3': ['cut', 'fit'], 'Segment-4': ['junk', 'new', 'old', 'pipe', 'trim']}","[['catali', 'catalyt'], ['clamp', 'convert'], ['cut', 'fit'], ['junk', 'new', 'old', 'pipe', 'trim']]","['Topic: Catalytic Catalysis', 'Topic: Clamp Convert', 'Topic: Cut Fit.', 'Topic: Junk pipe trim old new.']"
BLJSJWVeM6A,aj applaus ball extra first georgetown go line minut music number second tippet touchdown yard yd,"[0, 79, 91]",,"['aj applaus ball extra', 'first georgetown go line', 'minut music number second', 'tippet touchdown yard yd']","{'Segment-1': ['aj', 'applaus', 'ball', 'extra'], 'Segment-2': ['first', 'georgetown', 'go', 'line'], 'Segment-3': ['minut', 'music', 'number', 'second'], 'Segment-4': ['tippet', 'touchdown', 'yard', 'yd']}","[['aj', 'applaus', 'ball', 'extra'], ['first', 'georgetown', 'go', 'line'], ['minut', 'music', 'number', 'second'], ['tippet', 'touchdown', 'yard', 'yd']]","['Topic: Extra applause for the ball.', 'Topic: First Georgetown Go Line.', 'Topic: Minut music number second.', 'Topic: Tippet touchdown yard yd.']"
PmMEoPs0__k,alon bruce die finest fulli hear intend kill may music nowher run suffer thing trap yet your,"[1, 25, 268, 665, 2732]",,"['alon bruce die finest', 'fulli hear intend kill', 'may music nowher run', 'suffer thing trap yet your']","{'Segment-1': ['alon', 'bruce', 'die', 'finest'], 'Segment-2': ['fulli', 'hear', 'intend', 'kill'], 'Segment-3': ['may', 'music', 'nowher', 'run'], 'Segment-4': ['suffer', 'thing', 'trap', 'yet', 'your']}","[['alon', 'bruce', 'die', 'finest'], ['fulli', 'hear', 'intend', 'kill'], ['may', 'music', 'nowher', 'run'], ['suffer', 'thing', 'trap', 'yet', 'your']]","['Topic: Alon Bruce Die Finest.', 'Topic: Intent to kill.', 'Topic: Music running nowhere.', 'Topic: Suffer yet your thing trap.']"
Pp8zpyb1e40,back button camera galaxi get happi ive like nice one opinion phone plastic realli right screen sim similar tab video,"[21, 23, 24, 684]",,"['back button camera galaxi get', 'happi ive like nice one', 'opinion phone plastic realli right', 'screen sim similar tab video']","{'Segment-1': ['back', 'button', 'camera', 'galaxi', 'get'], 'Segment-2': ['happi', 'ive', 'like', 'nice', 'one'], 'Segment-3': ['opinion', 'phone', 'plastic', 'realli', 'right'], 'Segment-4': ['screen', 'sim', 'similar', 'tab', 'video']}","[['back', 'button', 'camera', 'galaxi', 'get'], ['happi', 'ive', 'like', 'nice', 'one'], ['opinion', 'phone', 'plastic', 'realli', 'right'], ['screen', 'sim', 'similar', 'tab', 'video']]","['Topic: Galaxy camera back button.', 'Topic: Happiness in life.', 'Topic: Opinion on plastic phone use.', 'Topic: Screen sim similar tab video.']"
Roaavgh_ufg,appl bajan base blue bullshot captur get golden good he kill knock like obviou oh sneaki suck well yeah yellow,"[0, 1, 27]",,"['appl bajan base blue bullshot', 'captur get golden good he', 'kill knock like obviou oh', 'sneaki suck well yeah yellow']","{'Segment-1': ['appl', 'bajan', 'base', 'blue', 'bullshot'], 'Segment-2': ['captur', 'get', 'golden', 'good', 'he'], 'Segment-3': ['kill', 'knock', 'like', 'obviou', 'oh'], 'Segment-4': ['sneaki', 'suck', 'well', 'yeah', 'yellow']}","[['appl', 'bajan', 'base', 'blue', 'bullshot'], ['captur', 'get', 'golden', 'good', 'he'], ['kill', 'knock', 'like', 'obviou', 'oh'], ['sneaki', 'suck', 'well', 'yeah', 'yellow']]","['Topic: Appl Bajan Base Blue Bullshot.', 'Topic: Capture the good golden he.', 'Topic: Kill Knock Like Obvious Oh', 'Topic: Sneaky yellow suck.']"
uUbRlbFMr3w,documentari netflix network payperview raw smackdown watch wcw wrestlemania wwe,[329],,"['documentari netflix', 'network payperview', 'raw smackdown', 'watch wcw wrestlemania wwe']","{'Segment-1': ['documentari', 'netflix'], 'Segment-2': ['network', 'payperview'], 'Segment-3': ['raw', 'smackdown'], 'Segment-4': ['watch', 'wcw', 'wrestlemania', 'wwe']}","[['documentari', 'netflix'], ['network', 'payperview'], ['raw', 'smackdown'], ['watch', 'wcw', 'wrestlemania', 'wwe']]","['Topic: Netflix Documentary', 'Topic: Network Pay-Per-View', 'Topic: Raw Smackdown', 'Topic: Watch WCW WrestleMania WWE.']"
ywcSOQkPYgU,ampl andalusian campu center cultur de educ graduat internship la offer pablo si student univers vida,[429],,"['ampl andalusian campu center', 'cultur de educ graduat', 'internship la offer pablo', 'si student univers vida']","{'Segment-1': ['ampl', 'andalusian', 'campu', 'center'], 'Segment-2': ['cultur', 'de', 'educ', 'graduat'], 'Segment-3': ['internship', 'la', 'offer', 'pablo'], 'Segment-4': ['si', 'student', 'univers', 'vida']}","[['ampl', 'andalusian', 'campu', 'center'], ['cultur', 'de', 'educ', 'graduat'], ['internship', 'la', 'offer', 'pablo'], ['si', 'student', 'univers', 'vida']]","['Topic: Ampl Andalusian Campu Center.', 'Topic: Cultura de educación graduat.', 'Topic: Internship offer for Pablo in LA.', 'Topic: Univers Vida for SI Students.']"
Q9WfQSSxQWg,ail control couldn deadli design diguis drove gambl gambler ha king mine nervous quarter subtl unexpect virtuou yudish,"[5, 16]",,"['ail control couldn deadli', 'design diguis drove gambl', 'gambler ha king mine', 'nervous quarter subtl unexpect virtuou yudish']","{'Segment-1': ['ail', 'control', 'couldn', 'deadli'], 'Segment-2': ['design', 'diguis', 'drove', 'gambl'], 'Segment-3': ['gambler', 'ha', 'king', 'mine'], 'Segment-4': ['nervous', 'quarter', 'subtl', 'unexpect', 'virtuou']}","[['ail', 'control', 'couldn', 'deadli'], ['design', 'diguis', 'drove', 'gambl'], ['gambler', 'ha', 'king', 'mine'], ['nervous', 'quarter', 'subtl', 'unexpect', 'virtuou']]","[""Topic: Ail control couldn't deadly."", 'Topic: Design and gambling in driving.', ""Topic: Gambler's Ha King Mine."", 'Topic: Nervous Quarter: Subtle Unexpected Virtue.']"
QBJ012JBEMo,alter brake citat counterfeit gonna licens misus registr right tag temp temporari traffic vehicl,[885],,"['alter brake citat', 'counterfeit gonna licens', 'misus registr right', 'tag temp temporari traffic vehicl']","{'Segment-1': ['alter', 'brake', 'citat'], 'Segment-2': ['counterfeit', 'gonna', 'licens'], 'Segment-3': ['misus', 'registr', 'right'], 'Segment-4': ['tag', 'temp', 'temporari', 'traffic', 'vehicl']}","[['alter', 'brake', 'citat'], ['counterfeit', 'gonna', 'licens'], ['misus', 'registr', 'right'], ['tag', 'temp', 'temporari', 'traffic', 'vehicl']]","['Topic: Alter brake citation.', 'Topic: Counterfeit license.', 'Topic: Misus Registr Right', 'Topic: Temporary Traffic Control for Vehicles.']"
KbkTEhNqCqM,amp batteri big bubbl bucket cell connect connector creation disconnect electrolyz foam fuse goe got intak jar like littl manifold manual margarita mason okay senica sienna spin stanley ton toyota vacuum wrap,"[2, 7, 235]",,"['amp batteri big bubbl bucket cell connect connector', 'creation disconnect electrolyz foam fuse goe got intak', 'jar like littl manifold manual margarita mason okay', 'senica sienna spin stanley ton toyota vacuum wrap']","{'Segment-1': ['amp', 'batteri', 'big', 'bubbl', 'bucket'], 'Segment-2': ['creation', 'disconnect', 'electrolyz', 'foam', 'fuse'], 'Segment-3': ['jar', 'like', 'littl', 'manifold', 'manual'], 'Segment-4': ['senica', 'sienna', 'spin', 'stanley', 'ton']}","[['amp', 'batteri', 'big', 'bubbl', 'bucket'], ['creation', 'disconnect', 'electrolyz', 'foam', 'fuse'], ['jar', 'like', 'littl', 'manifold', 'manual'], ['senica', 'sienna', 'spin', 'stanley', 'ton']]","['Topic: Big Bubble Bucket Amp Battery', 'Topic: Creation of a foam fuse through electrolysis disconnect.', 'Topic: Jar like little manifold manual.', 'Topic: Senica, Sienna, Spin, Stanley, Ton.']"
6SJSNaIWxnA,ala alga aliz allegi butterfing efficaci flagship gone improv integr ipad kensington love microsoft multius nicknam offic pc refin review snb tablet tat tech wtf zoon,"[74, 131]",,"['ala alga aliz allegi butterfing efficaci', 'flagship gone improv integr ipad kensington', 'love microsoft multius nicknam offic pc', 'refin review snb tablet tat tech wtf zoon']","{'Segment-1': ['ala', 'alga', 'aliz', 'allegi', 'butterfing'], 'Segment-2': ['flagship', 'gone', 'improv', 'integr', 'ipad'], 'Segment-3': ['love', 'microsoft', 'multius', 'nicknam', 'offic'], 'Segment-4': ['refin', 'review', 'snb', 'tablet', 'tat']}","[['ala', 'alga', 'aliz', 'allegi', 'butterfing'], ['flagship', 'gone', 'improv', 'integr', 'ipad'], ['love', 'microsoft', 'multius', 'nicknam', 'offic'], ['refin', 'review', 'snb', 'tablet', 'tat']]","['Topic: Ala alga aliz allegi butterfing.', 'Topic: Flagship iPad gone improv.', 'Topic: Love Microsoft Multius Nickname Office', 'Topic: Refin Review SNB Tablet TAT']"
6YjlBEFe_b4,attract breweri dark haunt hous hunt hunter lamp scariest scream ticket underground,[2297],,"['attract breweri dark', 'haunt hous hunt', 'hunter lamp scariest', 'scream ticket underground']","{'Segment-1': ['attract', 'breweri', 'dark'], 'Segment-2': ['haunt', 'hous', 'hunt'], 'Segment-3': ['hunter', 'lamp', 'scariest'], 'Segment-4': ['scream', 'ticket', 'underground']}","[['attract', 'breweri', 'dark'], ['haunt', 'hous', 'hunt'], ['hunter', 'lamp', 'scariest'], ['scream', 'ticket', 'underground']]","['Topic: Dark Breweri Attraction', 'Topic: Haunt house hunt.', 'Topic: Hunter Lamp Scariest', 'Topic: Scream Ticket Underground']"
HL7ro93ruTk,attach boat bottl click deep engin fuel glitch guid love motor one pleas raft refuel shark strand tank took want water wooden zoom,"[0, 1, 2, 43, 76, 281, 668]",,"['attach boat bottl click deep', 'engin fuel glitch guid love', 'motor one pleas raft refuel', 'shark strand tank took want water wooden zoom']","{'Segment-1': ['attach', 'boat', 'bottl', 'click', 'deep'], 'Segment-2': ['engin', 'fuel', 'glitch', 'guid', 'love'], 'Segment-3': ['motor', 'one', 'pleas', 'raft', 'refuel'], 'Segment-4': ['shark', 'strand', 'tank', 'took', 'want']}","[['attach', 'boat', 'bottl', 'click', 'deep'], ['engin', 'fuel', 'glitch', 'guid', 'love'], ['motor', 'one', 'pleas', 'raft', 'refuel'], ['shark', 'strand', 'tank', 'took', 'want']]","['Topic: Attach boat bottle click deep.', 'Topic: Love for Engine Fuel Glitch Guidance.', 'Topic: Motorboat refueling for a rafting adventure.', 'Topic: Shark strand tank took want.']"
ZOKakhWjeHA,feel game gerard got half he keeper man men nervou perform raheem stalin steven think yeah,[12],,"['feel game gerard got', 'half he keeper man', 'men nervou perform raheem', 'stalin steven think yeah']","{'Segment-1': ['feel', 'game', 'gerard', 'got'], 'Segment-2': ['half', 'he', 'keeper', 'man'], 'Segment-3': ['men', 'nervou', 'perform', 'raheem'], 'Segment-4': ['stalin', 'steven', 'think', 'yeah']}","[['feel', 'game', 'gerard', 'got'], ['half', 'he', 'keeper', 'man'], ['men', 'nervou', 'perform', 'raheem'], ['stalin', 'steven', 'think', 'yeah']]","['Topic: Gerard got a feel for the game.', 'Topic: Half the Keeper Man.', 'Topic: Men are nervous to perform like Raheem.', 'Topic: Stalin, Steven, think, yeah.']"
XWGnyzE5k9k,applaus music,"[9, 10, 34, 2137]",,"['applaus', 'music', '', '']","{'Segment-1': ['applaus'], 'Segment-2': ['music'], 'Segment-3': [], 'Segment-4': []}","[['applaus'], ['music'], [], []]","['Topic: Applause', 'Topic: Music', 'Topic: Words representing a topic.', 'Topic: Words and Meaning.']"
2TWP0gIIhB8,ball big chosen deal dog field hill king man mr rock steel your,[14],,"['ball big chosen', 'deal dog field', 'hill king man', 'mr rock steel your']","{'Segment-1': ['ball', 'big', 'chosen'], 'Segment-2': ['deal', 'dog', 'field'], 'Segment-3': ['hill', 'king', 'man'], 'Segment-4': ['mr', 'rock', 'steel', 'your']}","[['ball', 'big', 'chosen'], ['deal', 'dog', 'field'], ['hill', 'king', 'man'], ['mr', 'rock', 'steel', 'your']]","['Topic: Chosen big ball.', 'Topic: Deal with dogs in the field.', 'Topic: Hill King Man', 'Topic: Mr. Rock, Steel Your Resolve.']"
0JI-BHJHOU8,backi citi ea garment good got hand home land lord made pam pilgrim shore stranger travel weom,"[4, 9, 10, 34]",,"['backi citi ea garment', 'good got hand home', 'land lord made pam', 'pilgrim shore stranger travel weom']","{'Segment-1': ['backi', 'citi', 'ea', 'garment'], 'Segment-2': ['good', 'got', 'hand', 'home'], 'Segment-3': ['land', 'lord', 'made', 'pam'], 'Segment-4': ['pilgrim', 'shore', 'stranger', 'travel', 'weom']}","[['backi', 'citi', 'ea', 'garment'], ['good', 'got', 'hand', 'home'], ['land', 'lord', 'made', 'pam'], ['pilgrim', 'shore', 'stranger', 'travel', 'weom']]","['Topic: Backi citi ea garment.', 'Topic: Good Hand at Home', 'Topic: Landlord made PAM.', 'Topic: Pilgrim shore stranger travel weom.']"
sWb9_ePmQ4c,calori crave diet eat end enough fruit meal nut program realli sugar sweet,"[11, 126, 886]",,"['calori crave diet', 'eat end enough', 'fruit meal nut', 'program realli sugar sweet']","{'Segment-1': ['calori', 'crave', 'diet'], 'Segment-2': ['eat', 'end', 'enough'], 'Segment-3': ['fruit', 'meal', 'nut'], 'Segment-4': ['program', 'realli', 'sugar', 'sweet']}","[['calori', 'crave', 'diet'], ['eat', 'end', 'enough'], ['fruit', 'meal', 'nut'], ['program', 'realli', 'sugar', 'sweet']]","['Topic: Calorie Craving Diet', 'Topic: Eat enough.', 'Topic: Nut-based fruit meal.', 'Topic: Program for Realizing Sweet Sugar.']"
9ImBsm8bSdA,also asleep away buffo campground contin custer cway dakota hot koacom kuster logan mount oh park reptil rushmor snake south stu there,[1389],,"['also asleep away buffo campground', 'contin custer cway dakota hot', 'koacom kuster logan mount oh', 'park reptil rushmor snake south stu there']","{'Segment-1': ['also', 'asleep', 'away', 'buffo', 'campground'], 'Segment-2': ['contin', 'custer', 'cway', 'dakota', 'hot'], 'Segment-3': ['koacom', 'kuster', 'logan', 'mount', 'oh'], 'Segment-4': ['park', 'reptil', 'rushmor', 'snake', 'south']}","[['also', 'asleep', 'away', 'buffo', 'campground'], ['contin', 'custer', 'cway', 'dakota', 'hot'], ['koacom', 'kuster', 'logan', 'mount', 'oh'], ['park', 'reptil', 'rushmor', 'snake', 'south']]","['Topic: Camping experience at Buffo Campground while asleep.', ""Topic: Custer's Last Stand in Dakota Territory."", 'Topic: Koacom Kuster Logan Mount Oh', 'Topic: South Park Reptil Rushmor Snake']"
Wqywi5HNkRY,applaus dant gap job keeper music number quarterback scram wheel ww yd,"[0, 79, 91]",,"['applaus dant gap', 'job keeper music', 'number quarterback scram', 'wheel ww yd']","{'Segment-1': ['applaus', 'dant', 'gap'], 'Segment-2': ['job', 'keeper', 'music'], 'Segment-3': ['number', 'quarterback', 'scram'], 'Segment-4': ['wheel', 'ww', 'yd']}","[['applaus', 'dant', 'gap'], ['job', 'keeper', 'music'], ['number', 'quarterback', 'scram'], ['wheel', 'ww', 'yd']]","['Topic: Applause gap.', 'Topic: Job Keeper Music', 'Topic: Number quarterback scramble.', 'Topic: Wheel WW YD']"
LD00KbyUn0A,android app connect game home led mous port remot screen toshiba tv,"[246, 658]",,"['android app connect', 'game home led', 'mous port remot', 'screen toshiba tv']","{'Segment-1': ['android', 'app', 'connect'], 'Segment-2': ['game', 'home', 'led'], 'Segment-3': ['mous', 'port', 'remot'], 'Segment-4': ['screen', 'toshiba', 'tv']}","[['android', 'app', 'connect'], ['game', 'home', 'led'], ['mous', 'port', 'remot'], ['screen', 'toshiba', 'tv']]","['Topic: Android app connectivity.', 'Topic: Game Home LED.', 'Topic: Remote Mouse Port.', 'Topic: Toshiba TV screen.']"
z8y63a5z0h4,aah africa anthem aura aussi emot enosh grunt mandela moment mourn nelson rugbi said south springbok support unit uniti,[312],,"['aah africa anthem aura', 'aussi emot enosh grunt', 'mandela moment mourn nelson', 'rugbi said south springbok support unit uniti']","{'Segment-1': ['aah', 'africa', 'anthem', 'aura'], 'Segment-2': ['aussi', 'emot', 'enosh', 'grunt'], 'Segment-3': ['mandela', 'moment', 'mourn', 'nelson'], 'Segment-4': ['rugbi', 'said', 'south', 'springbok', 'support']}","[['aah', 'africa', 'anthem', 'aura'], ['aussi', 'emot', 'enosh', 'grunt'], ['mandela', 'moment', 'mourn', 'nelson'], ['rugbi', 'said', 'south', 'springbok', 'support']]","['Topic: Aah Africa Anthem Aura', ""Topic: Emotions in Enosh's Grunt."", 'Topic: Mandela moment mourn Nelson', 'Topic: South Springbok Support in Rugby.']"
